,TERM,DOMAIN,P,-log10(P),FDR,ORDER
52,emotion,COGNITION,0.0027623944014312373,2.5587143148461147,0.028126197541845324,2
29,cognitive_control,COGNITION,0.007917433629033133,2.1014155685832034,0.07389604720430924,2
30,arousal,COGNITION,0.010553746162664936,1.9765933556278783,0.08442996930131949,2
48,remembering,COGNITION,0.013670186988656302,1.8642255448625946,0.09006240839585329,2
36,error_detection,COGNITION,0.015656040137754304,1.805318073937762,0.09741536085713788,2
34,decision_making,COGNITION,0.18279789541187952,0.7380288086911861,0.7811896083574286,2
28,monitoring,COGNITION,0.2688191164878948,0.5705398506107602,1.0,2
31,cognitive_process,COGNITION,0.7001385600099022,0.15481600299601642,1.0,2
32,reaction_time,COGNITION,0.9999864896051457,5.867529569970944e-06,1.0,2
33,retrieval,COGNITION,0.9999987606812195,5.382296412042211e-07,1.0,2
35,strategy,COGNITION,0.99940590868048,0.00025808725310567823,1.0,2
37,context,COGNITION,0.9926027562063711,0.0032245232112764837,1.0,2
38,valence,COGNITION,0.8978472467570174,0.046797544773113174,1.0,2
40,manipulation,COGNITION,0.3272664856214481,0.4850984672093089,1.0,2
41,working_memory,COGNITION,0.6783640125380834,0.1685371996232279,1.0,2
42,response_selection,COGNITION,0.3888707715019026,0.4101946982834325,1.0,2
43,goal,COGNITION,0.7815317149356491,0.10705339340669777,1.0,2
44,word,COGNITION,0.9999999999710989,1.2551589872092307e-11,1.0,2
45,judgment,COGNITION,0.9999953574824957,2.0162244144460252e-06,1.0,2
47,memory,COGNITION,0.9718360521388816,0.01240699397999384,1.0,2
49,decision,COGNITION,0.8722597420598364,0.059354171321866864,1.0,2
50,autobiographical_memory,COGNITION,0.7193406059038749,0.1430654236110151,1.0,2
61,remembering,VISION,0.013670186988656302,1.8642255448625946,0.09006240839585329,3
53,recognition,VISION,0.9999999972754573,1.1832538630430867e-09,1.0,3
54,face_perception,VISION,0.6313165445802751,0.1997528291966943,1.0,3
55,familiarity,VISION,0.9614853562816905,0.017057325813942415,1.0,3
56,vision,VISION,0.9891526779405515,0.004736668898781332,1.0,3
57,object_recognition,VISION,0.9646867180693934,0.015613700856765235,1.0,3
58,retrieval,VISION,0.9999987606812195,5.382296412042211e-07,1.0,3
59,visual_perception,VISION,0.9979338008871543,0.0008982671925629723,1.0,3
60,memory,VISION,0.9718360521388816,0.01240699397999384,1.0,3
62,word,VISION,0.9999999999710989,1.2551589872092307e-11,1.0,3
63,visual_attention,VISION,0.4997549733701517,0.30124287525593646,1.0,3
64,picture,VISION,0.9679788846854271,0.014134116208776948,1.0,3
65,visual_object,VISION,0.6460922321469355,0.1897054803744756,1.0,3
66,visual_angle,VISION,0.9687586078572602,0.013784425566097165,1.0,3
67,recognition_memory,VISION,0.9996069483460825,0.0001707337201833262,1.0,3
68,reading,VISION,0.999838468669014,7.015783219825536e-05,1.0,3
69,semantic_processing,VISION,0.9991873199851536,0.0003530859383844822,1.0,3
70,encoding,VISION,0.9996944830733481,0.0001327045881543202,1.0,3
71,visual_imagery,VISION,0.648312787182878,0.1882154123810611,1.0,3
72,naming,VISION,0.9998513472043948,6.45638877709223e-05,1.0,3
79,attention,MANIPULATION,0.021663921398696096,1.6642629287046284,0.12770311561336645,4
73,execution,MANIPULATION,0.9972295898964583,0.0012048435476304344,1.0,4
74,hand,MANIPULATION,0.9999971615822714,1.2327109063573842e-06,1.0,4
75,movement,MANIPULATION,0.9999988740361682,4.890001542883463e-07,1.0,4
76,working_memory,MANIPULATION,0.6783640125380834,0.1685371996232279,1.0,4
77,manipulation,MANIPULATION,0.3272664856214481,0.4850984672093089,1.0,4
78,rehearsal,MANIPULATION,0.8463219386820021,0.07246440103086706,1.0,4
80,spatial_attention,MANIPULATION,0.6673754287251185,0.1756297871411246,1.0,4
81,action,MANIPULATION,0.9748673495534317,0.01105447484120548,1.0,4
82,covert,MANIPULATION,0.8582269253504187,0.06639786436909349,1.0,4
83,motor_control,MANIPULATION,0.47493043226488285,0.3233700011038936,1.0,4
84,strategy,MANIPULATION,0.99940590868048,0.00025808725310567823,1.0,4
85,reaction_time,MANIPULATION,0.9999864896051457,5.867529569970944e-06,1.0,4
86,grasping,MANIPULATION,0.3096927255083575,0.5090689958336665,1.0,4
99,auditory_perception,LANGUAGE,0.12365877485928034,0.9077750605582322,0.6295355811017909,5
98,speech_production,LANGUAGE,0.1883224948718801,0.725097800985807,0.7811896083574286,5
90,speech_perception,LANGUAGE,0.23799316818472205,0.6234355095916465,0.9191460288513402,5
87,speech,LANGUAGE,0.647281568777139,0.1889067592609922,1.0,5
88,hearing,LANGUAGE,0.9490501196832218,0.02271085171697063,1.0,5
89,listening,LANGUAGE,0.3956943987693573,0.4026400973224915,1.0,5
91,speech_processing,LANGUAGE,0.5467598422505573,0.26220339046383395,1.0,5
92,tone,LANGUAGE,0.9998372186139141,7.070081227792786e-05,1.0,5
93,language,LANGUAGE,0.9999999282198215,3.117373653740779e-08,1.0,5
94,music,LANGUAGE,0.391602745665729,0.4071542718655929,1.0,5
95,passive_listening,LANGUAGE,0.7085725067942589,0.1496157026649698,1.0,5
96,syllable,LANGUAGE,0.9760202574788456,0.010541168378410418,1.0,5
97,melody,LANGUAGE,0.45081193295550914,0.34600459673387085,1.0,5
100,language_processing,LANGUAGE,0.8691880231248886,0.06088626662050503,1.0,5
101,prosody,LANGUAGE,0.9040265797891416,0.043818800402894556,1.0,5
102,intonation,LANGUAGE,0.6444644941445812,0.19080100448877407,1.0,5
103,audition,LANGUAGE,0.4998765600773907,0.30113722745568156,1.0,5
104,pitch_discrimination,LANGUAGE,0.9687586078572602,0.013784425566097165,1.0,5
105,language_comprehension,LANGUAGE,0.9583028376668601,0.018497225843995494,1.0,5
106,articulation,LANGUAGE,0.7373269067450899,0.13233991740884846,1.0,5
107,phonetics,LANGUAGE,1.0,-0.0,1.0,5
108,word,LANGUAGE,0.9999999999710989,1.2551589872092307e-11,1.0,5
109,semantic_processing,LANGUAGE,0.9991873199851536,0.0003530859383844822,1.0,5
110,syntax,LANGUAGE,0.6986868623111322,0.1557174228819421,1.0,5
111,voice_perception,LANGUAGE,0.9963165469358998,0.0016026568110515996,1.0,5
