,TERM,DOMAIN,P,-log10(P),FDR,ORDER
43,goal,COGNITION,0.00030675000491766627,3.513215421638561,0.0014937391543816793,2
41,working_memory,COGNITION,0.0016432411961838454,2.7842986858140746,0.007078577460484257,2
35,strategy,COGNITION,0.0023457244407114387,2.629723007100033,0.009059349564126934,2
37,context,COGNITION,0.002784616966729023,2.555234535023965,0.010395903342455019,2
31,cognitive_process,COGNITION,0.15671143605330412,0.804899309634662,0.5484900261865645,2
46,anticipation,COGNITION,0.1677246664049014,0.7754030632389739,0.5525047834514399,2
28,monitoring,COGNITION,0.999979544589474,8.883762777314533e-06,1.0,2
32,reaction_time,COGNITION,0.9999967574248164,1.408234792540847e-06,1.0,2
33,retrieval,COGNITION,0.9999999999369859,2.7366697390551308e-11,1.0,2
36,error_detection,COGNITION,0.9781907987453726,0.009576426643447817,1.0,2
40,manipulation,COGNITION,1.0,-0.0,1.0,2
42,response_selection,COGNITION,0.9999999999918034,3.5597184100493926e-12,1.0,2
44,word,COGNITION,0.9999976376501003,1.025956737598548e-06,1.0,2
45,judgment,COGNITION,0.9968555069953864,0.0013677875883525827,1.0,2
47,memory,COGNITION,0.7319505434702835,0.13551826241643236,1.0,2
48,remembering,COGNITION,0.9735777206251075,0.011629373069164336,1.0,2
53,recognition,VISION,1.0,-0.0,1.0,3
54,face_perception,VISION,0.9999704018574957,1.2854500199784766e-05,1.0,3
55,familiarity,VISION,0.9999999998981077,4.425125165294498e-11,1.0,3
56,vision,VISION,0.9999999999904946,4.128141235214259e-12,1.0,3
57,object_recognition,VISION,1.0,-0.0,1.0,3
58,retrieval,VISION,0.9999999999369859,2.7366697390551308e-11,1.0,3
59,visual_perception,VISION,1.0,-0.0,1.0,3
60,memory,VISION,0.7319505434702835,0.13551826241643236,1.0,3
61,remembering,VISION,0.9735777206251075,0.011629373069164336,1.0,3
62,word,VISION,0.9999976376501003,1.025956737598548e-06,1.0,3
63,visual_attention,VISION,1.0,-0.0,1.0,3
64,picture,VISION,0.8418487310051432,0.07476593841921009,1.0,3
65,visual_object,VISION,0.9999999999927028,3.169117569718958e-12,1.0,3
66,visual_angle,VISION,1.0,-0.0,1.0,3
67,recognition_memory,VISION,0.8797515228184256,0.05563997274390251,1.0,3
68,reading,VISION,0.9898056183197126,0.00445008538208244,1.0,3
69,semantic_processing,VISION,0.9999995310023062,2.0368315820275613e-07,1.0,3
70,encoding,VISION,0.9999994248766023,2.4977298985259735e-07,1.0,3
71,visual_imagery,VISION,1.0,-0.0,1.0,3
72,naming,VISION,0.99999999997957,8.872632370727445e-12,1.0,3
76,working_memory,MANIPULATION,0.0016432411961838454,2.7842986858140746,0.007078577460484257,4
84,strategy,MANIPULATION,0.0023457244407114387,2.629723007100033,0.009059349564126934,4
73,execution,MANIPULATION,1.0,-0.0,1.0,4
74,hand,MANIPULATION,1.0,-0.0,1.0,4
75,movement,MANIPULATION,1.0,-0.0,1.0,4
77,manipulation,MANIPULATION,1.0,-0.0,1.0,4
78,rehearsal,MANIPULATION,1.0,-0.0,1.0,4
79,attention,MANIPULATION,0.339935282725846,0.4686037565763902,1.0,4
80,spatial_attention,MANIPULATION,1.0,-0.0,1.0,4
81,action,MANIPULATION,0.9999999925360458,3.2415541484315377e-09,1.0,4
82,covert,MANIPULATION,1.0,-0.0,1.0,4
83,motor_control,MANIPULATION,1.0,-0.0,1.0,4
85,reaction_time,MANIPULATION,0.9999967574248164,1.408234792540847e-06,1.0,4
86,grasping,MANIPULATION,1.0,-0.0,1.0,4
87,speech,LANGUAGE,0.9999999999669413,1.4357196620522619e-11,1.0,5
88,hearing,LANGUAGE,0.9999999996906038,1.3436905169570837e-10,1.0,5
89,listening,LANGUAGE,0.9999999945975689,2.346246003718446e-09,1.0,5
90,speech_perception,LANGUAGE,0.9999998686182657,5.705836596439375e-08,1.0,5
91,speech_processing,LANGUAGE,0.9999999962867964,1.6126238511886649e-09,1.0,5
92,tone,LANGUAGE,1.0,-0.0,1.0,5
93,language,LANGUAGE,0.9201156250717727,0.03615759420293609,1.0,5
94,music,LANGUAGE,0.9999995803877337,1.822353300127542e-07,1.0,5
95,passive_listening,LANGUAGE,0.9999999996235478,1.6349111438275103e-10,1.0,5
96,syllable,LANGUAGE,1.0,-0.0,1.0,5
97,melody,LANGUAGE,0.9999999928303382,3.1137445476816996e-09,1.0,5
98,speech_production,LANGUAGE,0.9999999960892809,1.6984037208643424e-09,1.0,5
99,auditory_perception,LANGUAGE,0.9999984943714736,6.53886653071458e-07,1.0,5
100,language_processing,LANGUAGE,0.9041007421572507,0.043783174253273584,1.0,5
101,prosody,LANGUAGE,0.9587644646173907,0.01828807091140725,1.0,5
102,intonation,LANGUAGE,0.9997569816753381,0.00010555434374146915,1.0,5
103,audition,LANGUAGE,0.9999998940307468,4.602186433299483e-08,1.0,5
104,pitch_discrimination,LANGUAGE,0.999999999998157,8.003917972399659e-13,1.0,5
105,language_comprehension,LANGUAGE,0.9196398862135191,0.03638220096650256,1.0,5
106,articulation,LANGUAGE,0.9999999910289794,3.896064758078564e-09,1.0,5
107,phonetics,LANGUAGE,0.8799407840986297,0.05554655285495438,1.0,5
108,word,LANGUAGE,0.9999976376501003,1.025956737598548e-06,1.0,5
109,semantic_processing,LANGUAGE,0.9999995310023062,2.0368315820275613e-07,1.0,5
110,syntax,LANGUAGE,0.5000000000066643,0.3010299956581926,1.0,5
111,voice_perception,LANGUAGE,0.9803295960610565,0.008627885853348942,1.0,5
